RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4966684944833016', 'expiration_date': '3/24', 'cvv': '632', 'card_holder': 'DURMUŞ SEZGİN MAHMUT FERDİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '29 TRY'}
{'card_number': '4368386754020767', 'expiration_date': '12/30', 'cvv': '846', 'card_holder': 'ŞAHİN AYHAN ÖZDEMİR ZAFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3211 TRY'}
{'card_number': '4653934694394299', 'expiration_date': '11/27', 'cvv': '113', 'card_holder': 'CEVAT HASAN MAHMUT KAMRAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '3771 TRY'}
{'card_number': '4880142802006756', 'expiration_date': '9/27', 'cvv': '416', 'card_holder': 'LOKMAN TAHSİN DORUK VEDAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '306 TRY'}
{'card_number': '4172875711540921', 'expiration_date': '1/25', 'cvv': '431', 'card_holder': 'CENGİZ ONUR GÖRKEM TAHSİN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '27 TRY'}
{'card_number': '4755263020861277', 'expiration_date': '11/25', 'cvv': '916', 'card_holder': 'ÖCAL MERİÇ ALİ EREN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '41 TRY'}
{'card_number': '4439252940674559', 'expiration_date': '6/27', 'cvv': '143', 'card_holder': 'HAŞIM BAHADIR FERHAT GALİP', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '478 TRY'}
{'card_number': '4997919403823493', 'expiration_date': '3/28', 'cvv': '172', 'card_holder': 'MEHMET HAŞIM TAMER RAHİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '435 TRY'}
{'card_number': '4332091612570937', 'expiration_date': '1/25', 'cvv': '179', 'card_holder': 'MUZAFFER ZEKİ LEVENT KAMRAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '223 TRY'}
{'card_number': '4035129885327633', 'expiration_date': '2/27', 'cvv': '311', 'card_holder': 'SELMAN RIDVAN BAKİ GÜRSOY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '26 TRY'}
{'card_number': '4438539712485938', 'expiration_date': '2/28', 'cvv': '049', 'card_holder': 'ÖZGÜR MERİÇ ZAFER KAZIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '34 TRY'}
{'card_number': '4240498424345427', 'expiration_date': '10/30', 'cvv': '529', 'card_holder': 'YILMAZ MEHMET FURKAN ÇAĞRI', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '39 TRY'}
{'card_number': '4894987374168788', 'expiration_date': '4/28', 'cvv': '140', 'card_holder': 'VEDİ MERİÇ RAHİM HİLMİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '287 TRY'}
{'card_number': '4503892046636118', 'expiration_date': '9/25', 'cvv': '825', 'card_holder': 'ERTUĞRUL ÜMİT RASİT TAHSİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '45 TRY'}
{'card_number': '4547673021225681', 'expiration_date': '2/28', 'cvv': '105', 'card_holder': 'GÖRKEM SELMAN ÖCAL HALİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '241 TRY'}
{'card_number': '4892178886515599', 'expiration_date': '6/29', 'cvv': '776', 'card_holder': 'YAVUZ TAYFUN UMUT LEVENT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '31 TRY'}
{'card_number': '4419872118462182', 'expiration_date': '6/27', 'cvv': '165', 'card_holder': 'GÖKTUĞ NECATİ KORAY DORUK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '417 TRY'}
{'card_number': '4483472625448930', 'expiration_date': '12/30', 'cvv': '219', 'card_holder': 'DURMUŞ ŞAHİN MEHMET HAYDAR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '317 TRY'}
{'card_number': '4206472345716919', 'expiration_date': '10/28', 'cvv': '022', 'card_holder': 'ZÜBEYİR RAHİM ATİLLA ÖMER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '9 TRY'}
{'card_number': '4590267209207474', 'expiration_date': '6/29', 'cvv': '628', 'card_holder': 'SALİH HARUN GÖKHAN İLYAS', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '59 TRY'}
{'card_number': '4272914205778611', 'expiration_date': '5/27', 'cvv': '476', 'card_holder': 'NAİM İBRAHİM GÖKTUĞ LEVENT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '28 TRY'}
{'card_number': '4046089190822313', 'expiration_date': '7/28', 'cvv': '695', 'card_holder': 'RAMAZAN TAYLAN NERGİZ GÜRKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '204 TRY'}
{'card_number': '4961567689049127', 'expiration_date': '3/30', 'cvv': '059', 'card_holder': 'NAZIM FAİK MESUT POLAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '23 TRY'}
{'card_number': '4205884620860470', 'expiration_date': '8/30', 'cvv': '168', 'card_holder': 'VEDAT NAZIM ONUR SELMAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '25 TRY'}
{'card_number': '4365917674322926', 'expiration_date': '11/26', 'cvv': '164', 'card_holder': 'VEDİ MÜJDAT ÖMER CAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '6 TRY'}
{'card_number': '4281780568451560', 'expiration_date': '9/24', 'cvv': '101', 'card_holder': 'TAYLAN GÜRSOY FURKAN YILDIRIM', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '409 TRY'}
{'card_number': '4040586571042730', 'expiration_date': '11/26', 'cvv': '103', 'card_holder': 'NECATİ HAYDAR İZZET ÜMİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '199 TRY'}
{'card_number': '4020904745614165', 'expiration_date': '12/30', 'cvv': '337', 'card_holder': 'YİĞİT ERAY İHSAN ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '393 TRY'}
{'card_number': '4204295663026005', 'expiration_date': '10/29', 'cvv': '649', 'card_holder': 'HAYDAR TAMER ALP ORHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '287 TRY'}
{'card_number': '4227506985756688', 'expiration_date': '9/26', 'cvv': '232', 'card_holder': 'HİLMİ TALAT ERDEM DENİZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '63 TRY'}
{'card_number': '4860973346467524', 'expiration_date': '5/28', 'cvv': '867', 'card_holder': 'MEHMET SERKAN UFUK ORHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '204 TRY'}
{'card_number': '4083477412082473', 'expiration_date': '12/29', 'cvv': '426', 'card_holder': 'ŞENOL MERİÇ ALİ MAHMUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '163 TRY'}
{'card_number': '4298991884094544', 'expiration_date': '10/29', 'cvv': '167', 'card_holder': 'RASİM CİHAN AYBARS HALİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1376 TRY'}
{'card_number': '4634773144590104', 'expiration_date': '10/25', 'cvv': '876', 'card_holder': 'LEVENT LATİF ALİHAN ZAFER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
{'card_number': '4568755390365539', 'expiration_date': '5/29', 'cvv': '559', 'card_holder': 'SİNAN EMRE ZAİD BARIŞ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '19 TRY'}
{'card_number': '4851690827746371', 'expiration_date': '10/27', 'cvv': '993', 'card_holder': 'NERGİZ GÜVEN RASİT ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '249 TRY'}
{'card_number': '4846351117200664', 'expiration_date': '5/25', 'cvv': '536', 'card_holder': 'ŞAHİN EMİN ÇINAR KAAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '37 TRY'}
{'card_number': '4407409445244423', 'expiration_date': '10/24', 'cvv': '532', 'card_holder': 'YAHYA AHMET ERAY SALİH', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '40 TRY'}
{'card_number': '4086412484819301', 'expiration_date': '4/29', 'cvv': '027', 'card_holder': 'MERT İBRAHİM YILMAZ OKAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '325 TRY'}
{'card_number': '4939054260084988', 'expiration_date': '3/29', 'cvv': '635', 'card_holder': 'KURTULUŞ FAİK HASİP HÜSEYİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '179 TRY'}
{'card_number': '4958213440588872', 'expiration_date': '7/29', 'cvv': '479', 'card_holder': 'ÖZTÜRK OKAN ZAFER GÜRSOY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4213092857994539', 'expiration_date': '7/25', 'cvv': '375', 'card_holder': 'SONER HALİT EFE KURTULUŞ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '377 TRY'}
{'card_number': '4825068443599172', 'expiration_date': '10/30', 'cvv': '891', 'card_holder': 'ENGİN ŞENOL ÖCAL NECATİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '32 TRY'}
{'card_number': '4930726529306455', 'expiration_date': '11/25', 'cvv': '975', 'card_holder': 'ERAY ZAİM EMRE GÜRSOY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '27 TRY'}
{'card_number': '4615343029858290', 'expiration_date': '5/30', 'cvv': '089', 'card_holder': 'NAİM AYBARS ORÇUN KEMAL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '16 TRY'}
{'card_number': '4794906651688400', 'expiration_date': '10/25', 'cvv': '883', 'card_holder': 'HAKAN MERT ZİYA ALİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '72 TRY'}
{'card_number': '4947371264194849', 'expiration_date': '9/27', 'cvv': '638', 'card_holder': 'YASİN YILDIRIM SEFA ORHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '509 TRY'}
{'card_number': '4638953526167467', 'expiration_date': '7/29', 'cvv': '553', 'card_holder': 'İBRAHİM VURAL SEFA ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '406 TRY'}
{'card_number': '4678409049937838', 'expiration_date': '1/25', 'cvv': '274', 'card_holder': 'MAHMUT SİNAN AHMET YAĞIZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '35 TRY'}
{'card_number': '4377362230451875', 'expiration_date': '6/28', 'cvv': '533', 'card_holder': 'SELMAN ERAY ASLAN OKTAY', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '18 TRY'}
{'card_number': '4592592642476099', 'expiration_date': '9/29', 'cvv': '379', 'card_holder': 'BÜLENT TOLUNAY VEDİ YILMAZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '831 TRY'}
{'card_number': '4086177264098588', 'expiration_date': '7/28', 'cvv': '943', 'card_holder': 'HALİT İHSAN ERHAN REFİK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '25 TRY'}
{'card_number': '4025597739674529', 'expiration_date': '1/28', 'cvv': '746', 'card_holder': 'GÖKTUĞ TAHSİN YAŞAR DİNÇER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '22 TRY'}
{'card_number': '4110132975215609', 'expiration_date': '10/26', 'cvv': '323', 'card_holder': 'ÇAĞLAR MÜJDAT ONUR CEM', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '483 TRY'}
{'card_number': '4274294847074663', 'expiration_date': '6/24', 'cvv': '344', 'card_holder': 'GÜVEN GÜRSOY ENVER İZZET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '377 TRY'}
{'card_number': '4177721908908890', 'expiration_date': '6/30', 'cvv': '295', 'card_holder': 'UZAY ERTAN YÜCEL ALP', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '378 TRY'}
{'card_number': '4117822426993761', 'expiration_date': '4/27', 'cvv': '177', 'card_holder': 'SEMİH ARDA ŞEREF KURTULUŞ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '3319 TRY'}
{'card_number': '4264465335138986', 'expiration_date': '7/26', 'cvv': '816', 'card_holder': 'RAHİM HİLMİ DİNÇER İLYAS', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3944 TRY'}
{'card_number': '4048305987706370', 'expiration_date': '5/25', 'cvv': '881', 'card_holder': 'RAHİM CEVAT ÖMER KORAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '29 TRY'}
{'card_number': '4935710614169247', 'expiration_date': '9/29', 'cvv': '787', 'card_holder': 'MEHMET DORUK TUNCAY GÖKHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '371 TRY'}
{'card_number': '4591158410564333', 'expiration_date': '12/28', 'cvv': '521', 'card_holder': 'ÜMİT HASİP ÖNDER DİNÇER', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '112 TRY'}
{'card_number': '4884700980913741', 'expiration_date': '12/26', 'cvv': '626', 'card_holder': 'UMUT ŞEREF RASİT LEVENT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '114 TRY'}
{'card_number': '4064023663677273', 'expiration_date': '4/27', 'cvv': '283', 'card_holder': 'CİHAN KADİR İBRAHİM TEVFİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '332 TRY'}
{'card_number': '4963526921146230', 'expiration_date': '5/30', 'cvv': '900', 'card_holder': 'KUBİLAY OSMAN ÖNDER UZAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '12 TRY'}
{'card_number': '4702737319499612', 'expiration_date': '8/27', 'cvv': '230', 'card_holder': 'İHSAN EFE ERAY MERİÇ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '229 TRY'}
{'card_number': '4828332632754312', 'expiration_date': '12/27', 'cvv': '464', 'card_holder': 'GÖKHAN MAHMUT ALP ENVER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '408 TRY'}
{'card_number': '4340865656395909', 'expiration_date': '1/27', 'cvv': '874', 'card_holder': 'FERHAN CİHAN YAVUZ SONER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '481 TRY'}
{'card_number': '4005063787735377', 'expiration_date': '5/25', 'cvv': '911', 'card_holder': 'SEZGİN SEMİH VURAL MEHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '8 TRY'}
{'card_number': '4945101484722455', 'expiration_date': '1/30', 'cvv': '636', 'card_holder': 'SELMAN ORHAN SEFA BÜLENT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '425 TRY'}
{'card_number': '4267831886581550', 'expiration_date': '4/30', 'cvv': '019', 'card_holder': 'NAMIK KADİR HAKAN KUBİLAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1898 TRY'}
{'card_number': '4548136682994200', 'expiration_date': '10/30', 'cvv': '134', 'card_holder': 'ZEKİ SAMİ ŞEFİK KAMRAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '124 TRY'}
{'card_number': '4897141073627036', 'expiration_date': '11/28', 'cvv': '938', 'card_holder': 'ÖCAL CAN TAMER ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '19 TRY'}
{'card_number': '4804251525953898', 'expiration_date': '1/25', 'cvv': '045', 'card_holder': 'GÜRKAN HÜSEYİN ZAFER BARIŞ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '68 TRY'}
{'card_number': '4498720663207250', 'expiration_date': '5/29', 'cvv': '362', 'card_holder': 'ALPER VOLKAN EMRE GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '396 TRY'}
{'card_number': '4699706322646969', 'expiration_date': '6/30', 'cvv': '120', 'card_holder': 'TAHSİN ARDA YILDIRIM BAYRAM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '184 TRY'}
{'card_number': '4670466573821828', 'expiration_date': '10/25', 'cvv': '466', 'card_holder': 'SELMAN RAHİM MAHMUT NERGİZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '158 TRY'}
{'card_number': '4661533189296645', 'expiration_date': '6/29', 'cvv': '904', 'card_holder': 'HAŞIM ALİ YÜCEL ALİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '262 TRY'}
{'card_number': '4428220903876225', 'expiration_date': '1/28', 'cvv': '545', 'card_holder': 'İBRAHİM ALİ FERDİ HAYDAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '404 TRY'}
{'card_number': '4238543326519357', 'expiration_date': '5/26', 'cvv': '541', 'card_holder': 'İLYAS LATİF TALAT ONUR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '121 TRY'}
{'card_number': '4863575105645872', 'expiration_date': '1/28', 'cvv': '962', 'card_holder': 'SONER ÜMİT ALPER ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '44 TRY'}
{'card_number': '4722911144470322', 'expiration_date': '1/28', 'cvv': '162', 'card_holder': 'BERK NAİM İLYAS YASİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '13 TRY'}
{'card_number': '4162197366605913', 'expiration_date': '7/30', 'cvv': '530', 'card_holder': 'KAMRAN HAŞIM ZAİM ÇAĞRI', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '484 TRY'}
{'card_number': '4484015415830236', 'expiration_date': '9/28', 'cvv': '099', 'card_holder': 'MUZAFFER BAKİ CAN FERİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '23 TRY'}
{'card_number': '4220957276472484', 'expiration_date': '8/30', 'cvv': '440', 'card_holder': 'KAMRAN KAMRAN CENGİZ AYBARS', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '16 TRY'}
{'card_number': '4054630788096312', 'expiration_date': '2/24', 'cvv': '165', 'card_holder': 'FURKAN SAMİ SİNAN GALİP', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '6 TRY'}
{'card_number': '4913414268067635', 'expiration_date': '9/28', 'cvv': '470', 'card_holder': 'ATİLLA DENİZ ÖZCAN AYBARS', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '202 TRY'}
{'card_number': '4666246521871075', 'expiration_date': '12/29', 'cvv': '346', 'card_holder': 'ÖNDER BERAT DAVUT LEVENT', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '478 TRY'}
{'card_number': '4474152986846572', 'expiration_date': '2/24', 'cvv': '179', 'card_holder': 'YILMAZ YAĞIZ YAĞIZ KEREM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '2401 TRY'}
{'card_number': '4224632858778725', 'expiration_date': '4/27', 'cvv': '659', 'card_holder': 'ÖZDEMİR CAN MÜJDAT FAİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '10 TRY'}
{'card_number': '4679037117793830', 'expiration_date': '3/25', 'cvv': '079', 'card_holder': 'TAYLAN FARUK GÜRKAN İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '8 TRY'}
{'card_number': '4452393760701726', 'expiration_date': '10/30', 'cvv': '153', 'card_holder': 'BURAK LATİF CUMA ERTAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '45 TRY'}
{'card_number': '4598560170734548', 'expiration_date': '5/30', 'cvv': '737', 'card_holder': 'ÜMİT VURAL YİĞİT CEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '195 TRY'}
{'card_number': '4240215585684679', 'expiration_date': '2/26', 'cvv': '433', 'card_holder': 'ZÜBEYİR HASİP KAZIM BAKİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '188 TRY'}
{'card_number': '4236250802738038', 'expiration_date': '7/25', 'cvv': '564', 'card_holder': 'MEHMET HAKAN NECATİ CİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '14 TRY'}
{'card_number': '4003406446863365', 'expiration_date': '1/25', 'cvv': '605', 'card_holder': 'ERAY ORÇUN OKTAY İLYAS', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '416 TRY'}
{'card_number': '4517049479730314', 'expiration_date': '2/30', 'cvv': '620', 'card_holder': 'ÖZTÜRK GÜRSOY RIDVAN TALAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3783 TRY'}
{'card_number': '4358569167708936', 'expiration_date': '10/30', 'cvv': '005', 'card_holder': 'ÖMER SEMİH MURAT BAHADIR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1200 TRY'}
{'card_number': '4967084128469571', 'expiration_date': '5/29', 'cvv': '779', 'card_holder': 'HAKAN YÜCEL RASİT AYHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '199 TRY'}
{'card_number': '4660893717566708', 'expiration_date': '1/28', 'cvv': '904', 'card_holder': 'GÖRKEM VEDAT ÇAĞLAR ARDA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5030 TRY'}
{'card_number': '4707813939245274', 'expiration_date': '10/28', 'cvv': '927', 'card_holder': 'HALUK SELİM ENVER ATİLLA', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '320 TRY'}
